"areasymbol"|"lkey"|"areaname"|"mlraoffice"|"areaacres"|"mbrminx"|"mbrminy"|"mbrmaxx"|"mbrmaxy"
"AZ663"|10273|"Gila-Duncan Area, Parts of Graham and Greenlee Counties, Arizona"|"Phoenix, AZ"|770000|-110.231898089134|32.4259607442339|-109.047570554386|33.3048579118214
"AZ664"|10274|"San Simon Area Parts of Cochise Graham and Greenlee Counties, Arizona"|"Phoenix, AZ"|1220996|-109.87629404052|31.8959071820867|-109.047754255141|32.8632162110007
"AZ665"|10275|"Willcox Area, Arizona Parts of Cochise and Graham Counties"|"Phoenix, AZ"|367370|-110.063823087573|31.905053791897|-109.542259492476|32.5432701541693
"AZ666"|10276|"Cochise County, Arizona, Northwestern Part"|"Phoenix, AZ"|625000|-110.451660857109|31.9048989095416|-109.944252844784|32.4276020310759
"AZ667"|10277|"Santa Cruz and Parts of Cochise and Pima Counties, Arizona"|"Phoenix, AZ"|1098300|-111.451249306718|31.3323589346003|-110.223779441175|31.9196599169139
"AZ668"|10278|"Tucson-Avra Valley Area, Arizona"|"Phoenix, AZ"|214100|-111.372697340142|31.7259807335398|-110.927144380449|32.5018022981491
"AZ669"|10279|"Pima County, Arizona, Eastern Part"|"Phoenix, AZ"|1900000|-111.806988994095|31.4531243989815|-110.450651669792|32.5140184529975
"AZ671"|10280|"Cochise County, Arizona, Douglas-Tombstone Part"|"Phoenix, AZ"|1714300|-110.46092786802|31.3323471185329|-109.049118296818|31.9054967339671
"AZ673"|10281|"Graham County, Arizona, Southwestern Part"|"Phoenix, AZ"|410000|-110.45174297614|32.4218299237185|-109.841956057469|33.0131630798788
"AZ675"|10282|"San Carlos Indian Reservation, Arizona, Parts of Gila and Graham Counties"|"Phoenix, AZ"|1827421|-110.752645266493|32.8757176242371|-109.495466107727|33.8171419843413
"AZ683"|10283|"Fort Apache Indian Reservation, Arizona, Parts of Apache, Gila, and Navajo Counties"|"Phoenix, AZ"|1664972|-110.783369191636|33.475616774845|-109.494881393927|34.3068740520823
"AZ687"|10284|"Tonto National Forest, Arizona, Parts of Gila, Maricopa, Pinal and Yavapai Counties"|"Phoenix, AZ"|2873295|-112.065329159251|33.1777100609786|-110.526632933147|34.4534646383884
"AZ691"|10285|"Apache-Sitgreaves National Forests, Arizona, Parts of Apache, Coconino, Greenlee, and Navajo Counties"|"Phoenix, AZ"|2112320|-111.09566109775|32.9767382351055|-109.046579396013|34.7333951299095
"AZ693"|10286|"Oak Creek-San Francisco Peaks Area, Arizona, Part of Coconino County"|"Phoenix, AZ"|859000|-111.992076422014|34.8269225766649|-111.207743967856|35.5852709000662
"AZ695"|10287|"Kaibab National Forests, Arizona, Parts of Coconino, Mohave and Yavapai Counties"|"Phoenix, AZ"|1554797|-112.671775311589|34.9885742822454|-111.693100114033|36.9034933332409
"AZ697"|10288|"Mohave County, Arizona, Central Part"|"Phoenix, AZ"|2431200|-114.756374221661|35.1519504371968|-113.332848444322|36.1941116141768
"AZ699"|10289|"Hualapai-Havasupai Area, Arizona, Parts of Coconino, Mohave, and Yavapai Counties"|"Phoenix, AZ"|1180540|-113.904627108807|35.4942672491224|-112.405107961736|36.3579186544769
"AZ701"|10290|"Grand Canyon Area, Arizona, Parts of Coconino and Mohave Counties"|"Phoenix, AZ"|1450620|-114.050468777594|35.7507262155129|-111.600471254126|36.8584791937774
"AZ703"|10291|"Tohono O'Odham Nation, Arizona, Parts of Maricopa, Pima and Pinal Counties"|"Phoenix, AZ"|2855032|-112.727512284493|31.5087475498553|-111.218067093865|32.7920860746194
"AZ707"|10292|"Little Colorado River Area, Arizona, Parts of Coconino and Navajo Counties"|"Phoenix, AZ"|2240000|-111.874384355611|35.1558268711449|-110.441559722154|36.8646992388039
"AZ711"|10293|"Navajo Mountain Area, Arizona, Parts of Apache, Coconino and Navajo Counties"|"Phoenix, AZ"|2553933|-111.646792850254|36.2282820325969|-109.6348396839|37.0042439329015
"AZ712"|28675|"Canyon de Chelly National Monument, Arizona"|"Phoenix, AZ"|83840|-109.544858031934|35.9910386921433|-109.13591307737|36.2953088750821
"AZ713"|10294|"Chinle Area, Parts of Apache and Navajo Counties, Arizona, and San Juan County, New Mexico"|"Phoenix, AZ"|1855382|-110.616743800906|35.8023723912434|-108.987708927125|36.6932557264479
"AZ714"|10295|"Hopi Area, Arizona, Parts of Coconino and Navajo Counties"|"Phoenix, AZ"|1561054|-111.00071136227|35.5000123643504|-110.000684788928|36.4288097589884
"AZ715"|10296|"Fort Defiance Area, Parts of Apache and Navajo Counties, Arizona and McKinley and San Juan Counties, New Mexico"|"Phoenix, AZ"|3200778|-110.670108650363|35.1666346077228|-108.345598287962|36.2067984949655
"AZ723"|10298|"Coronado National Forest, Arizona, Parts of Cochise, Graham, Pima and Pinal Counties"|"Phoenix, AZ"|1090135|-110.961224401207|31.4363085568215|-109.049738529786|33.0063684207749
"CA011"|14076|"Colusa County, California"|"Davis, CA"|737920|-122.785096209943|38.923789946515|-121.795314387781|39.4146394769801
"CA013"|14077|"Contra Costa County, California"|"Davis, CA"|513875|-122.441462408185|37.7186360756989|-121.534422427556|38.1045168519469
"CA021"|14078|"Glenn County, California"|"Davis, CA"|849197|-122.938354696535|39.383000929126|-121.856441509799|39.8005894034972
"CA031"|14079|"Kings County, California"|"Davis, CA"|890720|-120.315105327695|35.7886110825879|-119.474340611931|36.4889749864287
"CA033"|14080|"Lake County, California"|"Davis, CA"|857072|-123.094229710726|38.667825759749|-122.339769900112|39.5814820674155
"CA041"|14081|"Marin County, California"|"Davis, CA"|391500|-123.024392382755|37.815423225603|-122.35255132926|38.3211552878375
"CA053"|14082|"Monterey County, California"|"Davis, CA"|2127521|-121.980808516292|35.7886255824979|-120.211949044685|36.9160387406609
"CA055"|14083|"Napa County, California"|"Davis, CA"|506016|-122.646697257645|38.1549482132174|-122.061864415002|38.8643297190353
"CA067"|14084|"Sacramento County, California"|"Davis, CA"|635904|-121.862576938456|38.0184254607398|-121.023167538889|38.7362941852757
"CA069"|14085|"San Benito County, California"|"Davis, CA"|863859|-121.643963124711|36.1973342533335|-120.596654397138|36.9889556816985
"CA077"|14086|"San Joaquin County, California"|"Davis, CA"|912697|-121.584834252823|37.4818464727073|-120.917057228426|38.3006462018225
"CA087"|14087|"Santa Cruz County, California"|"Davis, CA"|286707|-122.317376933169|36.8510089003586|-121.585414647256|37.286624830884
"CA095"|14088|"Solano County, California"|"Davis, CA"|582208|-122.407237435207|38.0319388246645|-121.592749769601|38.540141679167
"CA097"|14089|"Sonoma County, California"|"Davis, CA"|1033005|-123.532387880376|38.0693558810026|-122.349880567172|38.8527847697901
"CA101"|14090|"Sutter County, California"|"Davis, CA"|389325|-121.948084695072|38.7346553571009|-121.414532481309|39.3056645345498
"CA113"|14091|"Yolo County, California"|"Davis, CA"|653478|-122.422937840469|38.3136463720851|-121.501216911363|38.9259427786237
"CA600"|14198|"Humboldt County, Central Part, California"|"Davis, CA"|732886|-124.409726476759|40.3349303309273|-123.549676646794|41.0038760202571
"CA601"|14199|"Humboldt County, South Part, California"|"Davis, CA"|683887|-124.403059814448|40.0013469798558|-123.543919231939|40.4617284356628
"CA602"|14092|"Siskiyou County, California, Central Part"|"Davis, CA"|907765|-123.05194352754|41.2617325659887|-122.126542843915|42.0095479494868
"CA603"|14237|"Modoc County, California, Alturas Area"|"Davis, CA"|469224|-120.928819875702|41.1839726454812|-120.293252268018|41.9952734038925
"CA604"|14238|"Intermountain Area, Parts of Lassen, Modoc, Shasta, and Siskiyou Counties, California"|"Davis, CA"|1135228|-122.315265371637|40.7107013558081|-120.642880707152|41.6045483300146
"CA605"|14093|"Humboldt and Del Norte Area, California"|"Davis, CA"|601819|-124.256227033546|40.6997929530917|-123.534798191893|41.9985228482862
"CA606"|14094|"Trinity County, California, Weaverville Area"|"Davis, CA"|196000|-123.23895875039|40.4774734344532|-122.692898940635|40.838394191857
"CA607"|14095|"Shasta County Area, California"|"Davis, CA"|1025000|-122.932768073169|40.3145972726615|-121.634107587825|41.0575882957108
"CA608"|14239|"Susanville Area, Parts of Lassen and Plumas Counties, California"|"Davis, CA"|1961794|-121.325944755837|39.8522478310159|-119.995584085961|41.1841267186731
"CA609"|14096|"Alameda Area, California"|"Davis, CA"|325000|-122.178892511501|37.4608341814282|-121.469093650907|37.8173614835982
"CA610"|14097|"Alameda County, California, Western Part"|"Davis, CA"|200500|-122.373823274884|37.4539462667838|-121.912534810103|37.9057047368167
"CA612"|14098|"Butte Area, California, Parts of Butte and Plumas Counties"|"Davis, CA"|919213|-122.069232135074|39.2950721622933|-121.048798049637|40.1081287891358
"CA614"|14240|"Sierra Valley Area, California, Parts of Sierra, Plumas, and Lassen Counties"|"Davis, CA"|205000|-120.437629924079|39.5777605222903|-119.999851406729|39.8545987320998
"CA618"|14179|"Yuba County, California"|"Davis, CA"|412116|-121.635867621947|38.9184240772302|-121.009585307555|39.6394326863115
"CA619"|14099|"Nevada County Area, California"|"Davis, CA"|341966|-121.279884461218|39.0053644139424|-120.816801767655|39.4363170274139
"CA620"|14100|"Placer County, California, Western Part"|"Davis, CA"|411544|-121.484467386379|38.7112281270465|-120.680344370808|39.3068905452699
"CA624"|14101|"El Dorado Area, California"|"Davis, CA"|539898|-121.148816848507|38.5023519487436|-120.464464985705|39.0104086679362
"CA628"|14102|"Amador Area, California"|"Davis, CA"|298992|-121.025058318261|38.2174771310493|-120.369807099093|38.5622044304435
"CA630"|14103|"Central Sierra Foothills Area, California, Parts of Calaveras and Tuolumne Counties"|"Davis, CA"|780536|-120.995476269191|37.6335170566838|-120.159473856461|38.4671438148929
"CA632"|17969|"Stanislaus County, California, Northern Part"|"Davis, CA"|109024|-120.92645873554|37.7600969057074|-120.653093546555|38.0778823898309
"CA637"|14105|"San Mateo Area, California"|"Davis, CA"|168898|-122.511568860019|37.1067360769706|-122.151218748317|37.5798951553075
"CA638"|14106|"San Diego County Area, California"|"Davis, CA"|2345190|-117.596213171854|32.5342642923955|-116.080594303139|33.5054007224684
"CA641"|14107|"Santa Clara Area, California, Western Part"|"Davis, CA"|315658|-122.202652814192|37.0428923221426|-121.695436240236|37.4844599232366
"CA642"|14108|"Stanislaus County, California, Western Part"|"Davis, CA"|394215|-121.485094146781|37.1349546704353|-120.96445526148|37.6634224278487
"CA644"|14109|"Eastern Stanislaus Area, California"|"Davis, CA"|481946|-121.241429647384|37.3995045506575|-120.38787251343|37.8328719197543
"CA645"|14110|"Tehama County, California"|"Davis, CA"|1851601|-123.065625951693|39.7974326674436|-121.342031364458|40.4450077255723
"CA646"|14111|"Eastern Santa Clara Area, California"|"Davis, CA"|539080|-121.865528921735|36.8932014110272|-121.208290798182|37.4845749234754
"CA647"|14112|"Merced County, California, Western Part"|"Davis, CA"|609820|-121.248152284966|36.7405888812158|-120.540334272771|37.3425123515041
"CA648"|14113|"Merced Area, California"|"Davis, CA"|651544|-120.994514872373|37.0445721140249|-120.052495847798|37.6335318625489
"CA649"|14114|"Mariposa County Area, California"|"Davis, CA"|478852|-120.395484642038|37.1830394746476|-119.723005703202|37.7996179735655
"CA651"|14115|"Madera Area, California"|"Davis, CA"|874880|-120.545487465628|36.7629275928774|-119.521274509015|37.4177657605126
"CA653"|14116|"Fresno County, California, Western Part"|"Davis, CA"|1386400|-120.919156896494|35.9066231765064|-119.924643886918|37.0442708934052
"CA654"|14117|"Eastern Fresno Area, California"|"Davis, CA"|1109156|-120.373504496355|36.4018928515772|-118.983710020538|37.1452361977192
"CA659"|14119|"Tulare County, Western Part, California"|"Davis, CA"|777060|-119.573168991425|35.789612845032|-119.052799836282|36.575220428869
"CA660"|14120|"Tulare County, California, Central Part"|"Davis, CA"|815360|-119.305152049176|35.7900397522052|-118.626514566912|36.6612213003419
"CA663"|14121|"Inyo County Area, California"|"Davis, CA"|1171000|-118.047167180096|35.7866487651671|-117.086012025177|36.9566229615596
"CA664"|14122|"San Luis Obispo County, California, Coastal Part"|"Davis, CA"|562150|-121.347509417627|34.9032403083577|-120.172974067918|35.7952973373505
"CA665"|14123|"San Luis Obispo County, California, Paso Robles Area"|"Davis, CA"|687000|-121.213574383406|35.2869429362068|-120.193891221415|35.7946694583679
"CA666"|14124|"Kern County, California, Northwestern Part"|"Davis, CA"|1371900|-120.194080582174|35.2625952255086|-118.842815683801|35.7908812215276
"CA667"|14125|"San Luis Obispo County, California, Carrizo Plain Area"|"Davis, CA"|563840|-120.355850477053|34.9575748213775|-119.472517254612|35.6155848449894
"CA668"|14126|"Kern County, Northeastern Part, and Southeastern Part of Tulare County, California"|"Davis, CA"|913000|-119.06508177774|35.2656942529494|-117.980747949066|36.0464355007215
"CA669"|14127|"Edwards Air Force Base, California, Parts of Kern, Los Angeles, and San Bernardino Counties"|"Phoenix, AZ"|300700|-118.140766816652|34.7628490714629|-117.524922091867|35.0171941166322
"CA670"|14128|"Kern County, California, Southeastern Part"|"Davis, CA"|1007800|-118.848654900174|34.8178920720711|-117.630914483466|35.3308884053231
"CA671"|14129|"San Bernardino County, California, Mojave River Area"|"Phoenix, AZ"|1200000|-117.667204648958|34.3108522236597|-116.555065928173|35.0555986990911
"CA672"|14130|"Northern Santa Barbara Area, California"|"Davis, CA"|831979|-120.67252793756|34.4989450375195|-119.434149908843|35.1097099328267
"CA673"|14131|"Santa Barbara County, California, South Coastal Part"|"Davis, CA"|218536|-120.650664459565|34.3728212349549|-119.440291078123|34.6306197198307
"CA674"|14132|"Ventura Area, California"|"Davis, CA"|503394|-119.478179656236|34.0951773384009|-118.632548633708|34.4990423324809
"CA675"|14133|"Antelope Valley Area, California"|"Phoenix, AZ"|1045575|-118.908208160906|34.3212653270611|-117.655208536335|34.9946512981952
"CA676"|14134|"Los Angeles County, California, West San Fernando Valley Area"|"Davis, CA"|113180|-118.66822511905|34.125699572331|-118.342892376156|34.3448580493577
"CA677"|14135|"San Bernardino County Southwestern Part, California"|"Davis, CA"|296880|-117.802860622939|33.8710538227731|-116.912350261902|34.2472845266561
"CA678"|14136|"Orange County and Part of Riverside County, California"|"Davis, CA"|584994|-118.116523897793|33.3870148587025|-117.295775952817|33.9468482082474
"CA679"|14137|"Western Riverside Area, California"|"Davis, CA"|1105940|-117.676338440124|33.4267525851331|-116.415010551631|34.0342155047514
"CA680"|14138|"Riverside County, Coachella Valley Area, California"|"Phoenix, AZ"|650700|-116.719803642637|33.4259208068963|-115.676302846706|34.0329403352923
"CA681"|14139|"Palo Verde Area, California"|"Phoenix, AZ"|154500|-114.779444192702|33.3448810879038|-114.494267316659|33.7785387361006
"CA682"|18378|"Mojave Desert Area, Northwest Part, California"|"Phoenix, AZ"|1008000|-118.236320913243|35.2135447976781|-117.153569522547|35.798444288847
"CA683"|14140|"Imperial County, California, Imperial Valley Area"|"Phoenix, AZ"|989450|-116.103311479771|32.6511154901759|-114.920454770098|33.3542273822223
"CA684"|14241|"Butte Valley-Tule Lake Area, California, Parts of Siskiyou and Modoc Counties"|"Davis, CA"|436800|-122.131428019445|41.695513232056|-121.240893529005|42.0065615979729
"CA685"|14243|"Surprise Valley-Home Camp Area, California and Nevada"|"Davis, CA"|515140|-120.301082756593|40.7811712062844|-119.33079187311|41.9951510623135
"CA686"|14141|"Coleville-Bridgeport Area, Parts of Alpine and Mono Counties, California"|"Davis, CA"|310105|-119.832294666857|38.0379945463212|-118.866451701415|38.8600455896985
"CA687"|14142|"Mendocino County, Eastern Part and Southwestern Part of Trinity County, California"|"Davis, CA"|1103912|-123.626148536031|38.8089012932707|-122.81902609486|40.2390571534953
"CA688"|14143|"Channel Islands Area, California, Parts of Santa Barbara and Los Angeles Counties"|"Davis, CA"|229120|-120.452693461107|32.7995663817007|-118.303398607643|34.0777840027773
"CA689"|14144|"San Mateo County, Eastern Part, and San Francisco County, California"|"Davis, CA"|358735|-122.529475241852|37.340150663023|-122.081677001765|37.9286347652298
"CA691"|14146|"Kern County, California, Southwest Part"|"Davis, CA"|672400|-119.667175786737|34.8178920720711|-118.841298796133|35.2681583093281
"CA692"|14201|"Santa Monica Mountains National Recreation Area"|"Davis, CA"|188841|-119.10402382483|34.0001879122623|-118.31868426184|34.2174693454184
"CA693"|14148|"Tahoe Basin Area, California and Nevada"|"Davis, CA"|243840|-120.249877863393|38.7040833105453|-119.877495277023|39.3240067870249
"CA694"|14149|"Mendocino County, Western Part, California"|"Davis, CA"|1042400|-124.023054362349|38.7579781856261|-123.251130748418|40.0019957698078
"CA695"|14178|"Mojave Desert Area, California"|"Phoenix, AZ"|3903500|-117.667541037829|34.0286265689199|-114.527783951132|35.7956764729209
"CA696"|14150|"Los Angeles County, California, Southeastern Part"|"Davis, CA"|553899|-118.533283991186|33.7034828786323|-117.677583922226|34.3045394864673
"CA697"|14151|"National Training Center, Fort Irwin, California"|"Phoenix, AZ"|636182|-116.927244013721|35.0820597340166|-116.317678189375|35.6278501554307
"CA698"|17970|"Mojave Desert Area, West Central Part, California"|"Phoenix, AZ"|1092000|-116.927713501517|33.94704424287|-115.598019758798|34.8224307432295
"CA699"|14152|"Marine Corps Air Ground Combat Center at Twentynine Palms, California"|"Phoenix, AZ"|596000|-116.504842367126|34.2012169843439|-115.720667173602|34.7339834016741
"CA701"|14153|"Six Rivers National Forest Area, California"|"Davis, CA"|1135449|-124.084809013185|40.0168795395378|-123.126568915541|41.9969813109949
"CA702"|14154|"Klamath National Forest Area, Parts of Siskiyou County, California, and Jackson County, Oregon"|"Davis, CA"|1789585|-123.719262011061|40.9922029861557|-121.604966347927|42.0863685731545
"CA703"|14155|"Modoc National Forest Area, California"|"Davis, CA"|1833480|-121.68546137281|40.9052111009835|-120.125013591944|41.9974026706456
"CA704"|14156|"Rogue River National Forest Area, California"|"Davis, CA"|94935|-123.79109617307|41.8806192324497|-122.896889408659|42.0094043517276
"CA707"|14157|"Shasta-Trinity National Forest Area, Parts of Humboldt, Siskiyou, Shasta, Tehama, and Trinity Counties, California"|"Davis, CA"|2727538|-123.585760754595|40.0753420154707|-121.48469202952|41.5832106652073
"CA708"|14158|"Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties"|"Davis, CA"|1332206|-121.689905625053|39.9257735989521|-120.568370073301|40.9060626233555
